-9.380556421297459035e-01,-4.030655862720983862e+00,-6.077013480198076856e-01,-3.062071396385405819e+00,-2.249485084136795265e+00,-5.090975866822629925e+00,-5.143966138928342424e+00,-4.329088753901718434e+00,-6.236508213342495388e+00,6.817518971169116426e-01,-1.371297718668440302e+00,-1.868212410787187361e+00,-1.678847661154760251e+00,-3.614723102649308295e+00,-4.296273905594471643e+00,-3.938359134390434946e+00,-2.329156246238804684e+00,-6.266614220152690429e+00,-7.828017134737621507e-01,-2.537705009402655421e+00,0.000000000000000000e+00
6.894762079404387345e-01,1.553665039881228616e+00,5.807284683153699056e+00,2.450819777601413563e+00,3.024993061788799231e+00,1.686617131667453418e+00,2.887117792862524457e+00,1.289379249377291092e+00,1.675897529280172993e+00,3.005068432162398828e+00,2.196889769021573180e+00,3.920477310533310167e+00,3.152382490203049947e+00,4.578580490634339917e+00,3.461188926199580962e+00,1.789997942151471788e+00,4.592473793239419955e+00,6.701535163950992358e-01,3.112612707024191128e+00,2.434505514461867470e+00,0.000000000000000000e+00
-1.279004526927715268e+00,-1.236686087786637245e+00,-1.608868686604413289e+00,-3.070734609935958481e+00,-1.010259364762984724e+00,-1.290826396454985758e+00,-7.574369732573060787e-01,-2.199229255346475398e+00,-3.304078838619302072e-01,-8.012491732720874449e-01,-1.867169288703714569e+00,-1.724880342517747911e+00,-9.464165223899938528e-01,-7.123336534635118511e-01,-1.980968483086378518e+00,1.331270328512646817e+00,1.014540656451625722e-01,-1.979274436666961678e+00,-5.193603084074629450e-01,-8.814208548096331697e-01,0.000000000000000000e+00
1.246743314819508175e+00,1.337675255140137631e+00,1.799802926670353020e-01,5.068727147789557907e-01,2.257755130636589058e+00,-1.129567857997014757e-01,2.941998104765501942e+00,8.183229728864206409e-01,5.383946873576059833e-01,9.147002788905452819e-01,-9.048485428897237171e-01,-5.791091001014267992e-01,5.452074896471039711e-01,3.110644828531676787e+00,3.525038850944556268e-01,1.839995337829999134e+00,-7.884040497708888484e-02,-2.093491262164519640e+00,1.282997541375258788e+00,6.263678991811691965e-01,0.000000000000000000e+00
-3.528137707563279157e-01,-2.242396689493372897e+00,-3.025334979978581806e+00,-1.052031996376783463e+00,-1.113830455282571741e-01,4.922545303946342932e-01,-3.871273655073144138e-01,3.243926143693853792e-02,7.751822301450356223e-01,5.436845586480162362e-01,-7.985798404692316943e-01,-4.972036501024121868e-01,-1.503526533147045319e+00,-2.670111647212847217e-02,-4.505682879491050841e-01,-8.761706542878195947e-01,-1.926080686563556021e-01,-6.487631867711727285e-01,-2.081600785292576639e+00,-1.068129968265146834e+00,0.000000000000000000e+00
6.501739448975651925e+00,5.113755583601307997e+00,4.267936874357414645e+00,5.525700119736837834e+00,1.920873968476322968e+00,2.600070599043828867e+00,5.999824694203594433e+00,5.663298249664551420e+00,4.133569528266614945e+00,4.561862024698998042e+00,4.493734771951662488e+00,3.040987249369020873e+00,4.101837004069513348e+00,5.436542942174279247e+00,2.863652766076994816e+00,4.080105495220601064e+00,4.898924049066515352e+00,4.938492441205449168e+00,4.665167751867478785e+00,4.125341367596558229e+00,0.000000000000000000e+00
7.300313582776277732e-01,1.017403301967515938e+00,4.348784019521397815e-01,-7.025568878429544473e-01,1.588692440210919710e+00,8.076288696653670662e-01,4.232240618018103806e-01,-6.318258898627155951e-01,8.093308311164182367e-01,1.208055996072729066e+00,9.037683258059516778e-01,-7.797284573699516663e-01,-6.557065089032900751e-01,-3.842067481013031749e-01,4.614629102972066521e-01,-7.260016146850067909e-01,-8.201962019492918810e-01,1.887558199919693092e+00,1.609347805121897679e+00,9.199534776016158322e-01,0.000000000000000000e+00
3.035533305634030565e-01,-5.990490546030959873e-01,2.823206015132935232e-01,-3.026324687451920070e-02,7.053147200657241545e-01,7.403911935746794182e-01,2.809359241512222383e+00,1.586499867941215447e+00,1.006514102047718850e+00,1.069809768186194887e+00,-2.822749646052644668e-01,-2.157296245932533996e+00,-1.858580180998425924e-02,-5.121001941079805775e-01,-2.189581628525720802e-01,1.545518657105585891e+00,-4.420577220155985643e-02,1.890594496670307212e+00,2.318992713616622403e+00,-2.217582753244413674e-01,0.000000000000000000e+00
-3.858502107705008566e-01,-1.210233506395495651e+00,4.545540051313243790e-01,2.515811956184039744e+00,1.042170128473324020e+00,-4.465577009402552644e-01,-5.805669429170288165e-01,7.838658673885128270e-01,-5.053071746401920361e-01,4.533275256178552759e-01,-1.696023078846400134e+00,-6.645956024309520593e-01,7.910073525495948665e-01,4.149471692756719898e-01,-9.947110364433306984e-01,-1.694539384474991195e-01,6.533260731908718810e-02,7.562929448670341337e-02,6.278212665071736254e-02,-2.020264543019218095e+00,0.000000000000000000e+00
2.204494718342066673e+00,5.176877625476707045e+00,5.138728511256235088e+00,4.781986046097560283e+00,4.971610013464001554e+00,4.047341974523276598e+00,5.281905208184633160e+00,3.970604452252611161e+00,4.518228229438085997e+00,4.601115491011837477e+00,3.532950899062870853e+00,5.121659689282698658e+00,3.983127571767396624e+00,2.794037249907007414e+00,4.999373958330079581e+00,4.584763605974177203e+00,3.247636167624323278e+00,3.580023518969583485e+00,5.852365213788127463e+00,4.516180100905087258e+00,0.000000000000000000e+00
